,exp_loss,actual_regret,exp_regret
0,0.6766821443374841,0.18952400000000008,0.1867661443374839
1,0.6770761649653754,0.341528,0.37392630930285947
2,0.6133439286363639,0.4848319999999997,0.49735423793922307
3,0.5984095929545459,0.5743559999999998,0.6058478308937689
4,0.5917078886363639,0.6742399999999994,0.7076397195301327
5,0.5799897200000003,0.7687040000000002,0.7977134395301326
6,0.5852966082643999,0.8612679999999994,0.8930940477945322
7,0.5641533715862643,1.027332,0.9673314193807964
8,0.5668193670391726,1.1538959999999996,1.0442347864199686
9,0.5486509574640563,1.2245799999999998,1.1029697438840238
10,0.5571693105413045,1.3017239999999999,1.170223054425328
11,0.555360382491534,1.3842280000000002,1.2356674369168612
12,0.5453476102022247,1.4523319999999995,1.291099047119085
13,0.5567768824915338,1.5908959999999994,1.3579599296106193
14,0.546818423322802,1.6359199999999998,1.414862352933421
15,0.5415945388857347,1.655564,1.4665408918191556
16,0.5344945501567322,1.6285079999999994,1.5111194419758867
17,0.5376470739576155,1.6892720000000003,1.558850515933502
18,0.5369783849819857,1.705796,1.6059129009154873
19,0.5388756022164966,1.7618999999999998,1.654872503131984
20,0.5356334022164967,1.755803999999999,1.7005899053484796
21,0.5312215022164967,1.8929479999999992,1.7418954075649757
22,0.5313740934336282,1.8897719999999993,1.7833535009986037
23,0.5225317082644,1.944836,1.8159692092630026
24,0.5204384600000005,1.972239999999999,1.8464916692630033
25,0.5223341800000005,2.0538839999999987,1.8789098492630032
26,0.5226839200000005,2.0901279999999995,1.9116777692630027
27,0.5136418800000006,2.162572,1.935403649263003
28,0.5114754400000006,2.2083959999999987,1.9569630892630032
29,0.5196975200000005,2.242119999999999,1.986744609263004
30,0.5164553200000005,2.311503999999999,2.0132839292630034
31,0.5216308000000006,2.3318679999999987,2.0449987292630034
32,0.5120434200000006,2.355592,2.0671261492630033
33,0.5112798400000006,2.362335999999999,2.0884899892630036
34,0.5203820800000005,2.3737599999999985,2.118956069263004
35,0.5122765800000006,2.422243999999998,2.1413166492630036
36,0.5108510800000006,2.503307999999999,2.1622517292630037
37,0.5124721800000005,2.5600919999999987,2.1848079092630037
38,0.5102267200000006,2.5886959999999988,2.2051186292630036
39,0.5068679400000007,2.6605199999999987,2.222070569263004
40,0.5112798400000006,2.657143999999999,2.2434344092630036
41,0.5105389000000006,2.6774479999999983,2.264057309263004
42,0.5056756000000007,2.7423119999999996,2.279816909263004
43,0.5016924600000007,2.775155999999999,2.291593369263004
44,0.5052468400000006,2.810299999999998,2.3069242092630042
45,0.5033135600000006,2.809403999999997,2.320321769263004
46,0.5016924600000007,2.8323479999999983,2.3320982292630044
47,0.5052468400000006,2.823471999999998,2.3474290692630038
48,0.5003835400000007,2.7541559999999974,2.3578966092630043
49,0.4983336800000007,2.8112599999999976,2.366314289263004
50,0.5036257400000007,2.8735639999999982,2.380024029263004
51,0.5002669600000007,2.925028,2.3903749892630044
52,0.5012410600000006,2.880851999999997,2.4017000492630047
53,0.4984502600000007,2.869535999999997,2.4102343092630045
54,0.5016924600000007,2.925699999999998,2.422010769263004
55,0.49876244000000064,2.9009839999999993,2.4308572092630043
56,0.4952080600000007,2.9006679999999982,2.4361492692630042
57,0.4968291600000007,2.9715919999999985,2.443062429263004
58,0.4931582000000007,3.0247759999999984,2.4463046292630035
59,0.48991600000000074,3.0383799999999974,2.4463046292630035
60,0.4947793000000007,3.032623999999998,2.451167929263004
61,0.4947793000000007,3.0555479999999977,2.456031229263004
62,0.4931582000000007,3.046751999999998,2.4592734292630043
63,0.4947793000000007,3.0262959999999977,2.464136729263004
64,0.4915371000000007,3.0959599999999976,2.4657578292630045
65,0.4947793000000007,3.130123999999999,2.470621129263004
66,0.4931582000000007,3.130767999999997,2.473863329263004
67,0.4947793000000007,3.112431999999998,2.478726629263004
68,0.4968291600000007,3.0725159999999994,2.4856397892630038
69,0.4952080600000007,3.1146599999999967,2.490931849263004
70,0.4931582000000007,3.1132639999999983,2.4941740492630036
71,0.4934703800000007,3.085607999999997,2.497728429263004
72,0.49714134000000065,3.1973119999999966,2.504953769263004
73,0.49552024000000067,3.1765959999999978,2.510558009263004
74,0.4931582000000007,3.199739999999997,2.5138002092630036
75,0.4931582000000007,3.212723999999998,2.517042409263004
76,0.49714134000000065,3.195967999999999,2.524267749263004
77,0.4947793000000007,3.192891999999998,2.5291310492630044
78,0.4915371000000007,3.212915999999998,2.5307521492630043
79,0.4915371000000007,3.190659999999996,2.5323732492630042
80,0.48991600000000074,3.168703999999997,2.5323732492630042
81,0.48991600000000074,3.1845679999999965,2.5323732492630042
82,0.48991600000000074,3.230411999999997,2.5323732492630042
83,0.48991600000000074,3.259315999999996,2.5323732492630042
84,0.48991600000000074,3.222699999999998,2.5323732492630042
85,0.48991600000000074,3.182383999999997,2.5323732492630042
86,0.48991600000000074,3.1916479999999963,2.5323732492630042
87,0.48991600000000074,3.1700319999999977,2.5323732492630042
88,0.48991600000000074,3.1488159999999965,2.5323732492630042
89,0.48991600000000074,3.114259999999996,2.5323732492630042
90,0.48991600000000074,3.126943999999995,2.5323732492630042
91,0.48991600000000074,3.1922679999999968,2.5323732492630042
92,0.48991600000000074,3.2087319999999973,2.5323732492630042
93,0.48991600000000074,3.288255999999996,2.5323732492630042
94,0.48991600000000074,3.305479999999996,2.5323732492630042
95,0.48991600000000074,3.2631239999999964,2.5323732492630042
96,0.48991600000000074,3.248247999999995,2.5323732492630042
97,0.48991600000000074,3.210031999999997,2.5323732492630042
98,0.48991600000000074,3.181655999999995,2.5323732492630042
99,0.48991600000000074,3.162939999999997,2.5323732492630042
