Name,T,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Defender,Attacker,Profile,Profile,Profile,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15,Obs16,Obs17,Obs18,Obs19,Feed_prob0,Feed_prob1,Feed_prob2,Feed_prob3,Feed_prob4,Feed_prob5,Feed_prob6,Feed_prob7,Feed_prob8,Feed_prob9,Feed_prob10,Feed_prob11,Feed_prob12,Feed_prob13,Feed_prob14,Feed_prob15,Feed_prob16,Feed_prob17,Feed_prob18,Feed_prob19,Feed_type
FB1_vs_sto1-0.031-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FB1,sto1-0.031-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051,sta1,sto1-0.031-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051-0.051,sto1-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05-0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,full
