Name,T,0,1,2,3,4,Defender,Attacker,Profile,Profile,Profile,Profile,Profile,Profile,Obs0,Obs1,Obs2,Obs3,Obs4,Feed_prob0,Feed_prob1,Feed_prob2,Feed_prob3,Feed_prob4,Feed_type
Full_feedback,1000,0.934,1.0,0.886,0.863,0.92,FB1,suqr1-13.438-0.674,suqr1-6.325-0.224,suqr1-7.49-0.678,suqr1-13.438-0.674,suqr1-6.435-0.01,sta1,suqr1-9.415-0.23,1,1,1,1,1,1,1,1,1,1,full
MAB_feedback,1000,0.934,1.0,0.886,0.863,0.92,FB1,suqr1-13.438-0.674,suqr1-6.325-0.224,suqr1-7.49-0.678,suqr1-13.438-0.674,suqr1-6.435-0.01,sta1,suqr1-9.415-0.23,1,1,1,1,1,1,1,1,1,1,mab
