Name,T,0,1,2,3,4,5,Defender,Attacker,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile,Profile
FB1_vs_suqr1-11.142-0.97_usto,1000,0.81,0.7,0.929,0.758,0.682,0.68,FB1,suqr1-11.142-0.97,suqr1-10.753-0.774,suqr1-8.367-0.132,suqr1-9.872-0.611,suqr1-7.802-0.313,sta1,usto1,suqr1-9.486-0.634,suqr1-11.142-0.97,suqr1-6.983-0.49,suqr1-10.063-0.704
FB1_vs_suqr1-11.142-0.97_sto,1000,0.81,0.7,0.929,0.758,0.682,0.68,FB1,suqr1-11.142-0.97,suqr1-10.753-0.774,suqr1-8.367-0.132,suqr1-9.872-0.611,suqr1-7.802-0.313,sta1,sto1-0.041-0.164-0.35-0.289-0.132-0.024,suqr1-9.486-0.634,suqr1-11.142-0.97,suqr1-6.983-0.49,suqr1-10.063-0.704,sto1-0.08808808808808809-0.3863863863863864-0.01701701701701702-0.3133133133133133-0.10110110110110111-0.0940940940940941,sto1-0.003-0.084-0.005-0.032-0.828-0.048,sto1-0.058058058058058054-0.0030030030030030025-0.4394394394394394-0.04104104104104104-0.018018018018018014-0.4404404404404404,sto1-0.14414414414414414-0.29629629629629634-0.0920920920920921-0.24924924924924927-0.11011011011011013-0.10810810810810811,sto1-0.38761238761238764-0.2077922077922078-0.04395604395604396-0.015984015984015987-0.3076923076923077-0.03696303696303697,sto1-0.01-0.009-0.07-0.057-0.375-0.479,sto1-0.001-0.514-0.242-0.125-0.03-0.088,sto1-0.10889110889110891-0.026973026973026976-0.2097902097902098-0.1118881118881119-0.4865134865134866-0.05594405594405595,sto1-0.198-0.015-0.178-0.232-0.006-0.371,sto1-0.17482517482517484-0.14785214785214787-0.02197802197802198-0.07892107892107893-0.5374625374625376-0.03896103896103897,sto1-0.14100000000000001-0.29400000000000004-0.20400000000000001-0.07800000000000001-0.23600000000000002-0.04700000000000001,sto1-0.18381618381618384-0.16683316683316687-0.24675324675324678-0.2077922077922078-0.1258741258741259-0.06893106893106894,sto1-0.0029970029970029966-0.32267732267732263-0.08091908091908091-0.15884115884115882-0.009990009990009988-0.4245754245754245,sto1-0.026-0.057-0.28-0.019-0.132-0.486,sto1-0.406-0.016-0.401-0.003-0.053-0.121,sto1-0.179-0.255-0.373-0.048-0.038-0.107,sto1-0.23323323323323325-0.10710710710710711-0.27127127127127126-0.002002002002002002-0.041041041041041046-0.34534534534534533,sto1-0.08299999999999999-0.22499999999999995-0.27199999999999996-0.13299999999999998-0.17699999999999996-0.10999999999999997,sto1-0.072-0.111-0.251-0.159-0.308-0.099,sto1-0.013013013013013015-0.4444444444444445-0.15215215215215216-0.31931931931931934-0.007007007007007008-0.06406406406406408,sto1-0.013986013986013988-0.058941058941058944-0.2077922077922078-0.4995004995004996-0.1078921078921079-0.1118881118881119,sto1-0.08191808191808193-0.11988011988011989-0.06593406593406595-0.2767232767232768-0.17882117882117884-0.2767232767232768,sto1-0.194-0.276-0.001-0.466-0.051-0.012,sto1-0.4344344344344344-0.09009009009009009-0.3253253253253253-0.041041041041041046-0.004004004004004004-0.1051051051051051,sto1-0.5050000000000001-0.07700000000000001-0.0030000000000000005-0.30500000000000005-0.03200000000000001-0.07800000000000001,sto1-0.023-0.129-0.159-0.095-0.435-0.159,sto1-0.014-0.126-0.494-0.076-0.04-0.25,sto1-0.009-0.284-0.074-0.311-0.169-0.153,sto1-0.11088911088911091-0.30869130869130873-0.031968031968031975-0.29270729270729273-0.14185814185814186-0.1138861138861139,sto1-0.04704704704704705-0.035035035035035036-0.3813813813813814-0.051051051051051045-0.37737737737737737-0.1081081081081081,sto1-0.1968031968031968-0.15784215784215783-0.07492507492507491-0.30569430569430567-0.16983016983016982-0.0949050949050949,sto1-0.15-0.007-0.211-0.375-0.07-0.187,sto1-0.0030030030030030034-0.1861861861861862-0.06906906906906908-0.38438438438438444-0.29629629629629634-0.061061061061061066,sto1-0.44800000000000006-0.03300000000000001-0.23300000000000004-0.07500000000000001-0.20900000000000002-0.0020000000000000005,sto1-0.429-0.139-0.065-0.087-0.001-0.279,sto1-0.312-0.383-0.02-0.05-0.198-0.037,sto1-0.516-0.062-0.167-0.078-0.104-0.073,sto1-0.417-0.014-0.052-0.204-0.125-0.188,sto1-0.17182817182817178-0.030969030969030965-0.4455544455544455-0.05494505494505494-0.2547452547452547-0.04195804195804195,sto1-0.227-0.066-0.216-0.02-0.27-0.201,sto1-0.2912912912912913-0.13713713713713716-0.4674674674674675-0.001001001001001001-0.08208208208208209-0.021021021021021023,sto1-0.037-0.198-0.139-0.451-0.049-0.126,sto1-0.17682317682317683-0.026973026973026976-0.05294705294705295-0.003996003996003997-0.3926073926073927-0.3466533466533467,sto1-0.344-0.041-0.337-0.17-0.039-0.069,sto1-0.04895104895104896-0.29070929070929075-0.16783216783216787-0.04895104895104896-0.19080919080919084-0.2527472527472528,sto1-0.026-0.092-0.32-0.071-0.424-0.067,sto1-0.1248751248751249-0.016983016983016987-0.2057942057942058-0.019980019980019983-0.17882117882117884-0.4535464535464536,sto1-0.009-0.251-0.19-0.05-0.039-0.461,sto1-0.148-0.111-0.006-0.387-0.291-0.057,sto1-0.21000000000000002-0.11300000000000002-0.37900000000000006-0.13800000000000004-0.07800000000000001-0.08200000000000002,sto1-0.138-0.323-0.097-0.24-0.064-0.138,sto1-0.273-0.523-0.024-0.083-0.096-0.001,sto1-0.11611611611611614-0.4714714714714715-0.013013013013013015-0.07507507507507508-0.20620620620620622-0.11811811811811812,sto1-0.22922922922922923-0.08408408408408408-0.2222222222222222-0.14414414414414412-0.26926926926926925-0.051051051051051045,sto1-0.02-0.506-0.001-0.21-0.214-0.049,sto1-0.1372745490981964-0.18937875751503006-0.11222444889779559-0.011022044088176352-0.5260521042084169-0.02404809619238477,sto1-0.08600000000000001-0.36300000000000004-0.13100000000000003-0.14700000000000002-0.19700000000000004-0.07600000000000001,sto1-0.341-0.393-0.023-0.116-0.016-0.111
